------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.4 Firmware v1.7.2 date format dd/MM/yyyy at 100 Hz  Filter Normal -----------
Serial Number: TAS1F25160319
Start Time 15:43:00
Start Date 06/04/2021
Epoch Period (hh:mm:ss) 00:00:00
Download Time 15:59:38
Download Date 06/04/2021
Current Memory Address: 0
Current Battery Voltage: 4.13     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
-0.309,-0.816,0.445
-0.277,-0.746,0.457
-0.203,-0.688,0.43
-0.191,-0.68,0.406
-0.211,-0.656,0.402
-0.219,-0.641,0.41
-0.262,-0.668,0.441
-0.301,-0.711,0.547
-0.328,-0.773,0.684
-0.316,-0.762,0.727
-0.305,-0.762,0.703
-0.27,-0.762,0.633
-0.266,-0.797,0.559
-0.266,-0.793,0.496
-0.285,-0.789,0.496
-0.367,-0.887,0.633
-0.387,-0.926,0.703
-0.336,-0.895,0.699
-0.316,-0.891,0.648
-0.289,-0.871,0.547
-0.266,-0.887,0.492
-0.254,-0.902,0.473
-0.246,-0.867,0.488
-0.223,-0.836,0.555
-0.191,-0.832,0.578
-0.184,-0.867,0.547
-0.203,-0.934,0.516
-0.254,-0.996,0.441
-0.27,-1.031,0.363
-0.281,-1.039,0.301
-0.281,-1.008,0.313
-0.277,-0.961,0.359
-0.285,-0.918,0.402
-0.293,-0.895,0.441
-0.305,-0.871,0.434
-0.309,-0.863,0.383
-0.313,-0.863,0.352
-0.309,-0.871,0.328
-0.273,-0.867,0.336
-0.289,-0.879,0.383
-0.313,-0.914,0.414
-0.309,-0.938,0.332
-0.309,-0.922,0.285
-0.363,-0.988,0.273
-0.375,-1.012,0.309
-0.137,-0.855,1.035
-0.5,-0.941,0.406
-0.355,-1.027,-0.051
-0.426,-0.969,0.176
-0.441,-0.984,0.328
-0.473,-1.027,0.363
-0.461,-1.02,0.371
-0.457,-0.996,0.375
-0.453,-0.973,0.363
-0.426,-0.949,0.324
-0.383,-0.93,0.289
-0.34,-0.91,0.262
-0.293,-0.922,0.234
-0.254,-0.949,0.215
-0.262,-0.926,0.285
-0.297,-1.02,0.355
-0.426,-1.195,0.5
-0.52,-1.23,0.535
-0.445,-1.172,0.438
-0.391,-1.105,0.27
-0.363,-1.047,0.145
-0.348,-1.023,0.094
-0.32,-0.941,0.059
-0.281,-0.867,0.039
-0.25,-0.836,0.043
-0.238,-0.816,0.051
-0.25,-0.824,0.156
-0.301,-0.809,0.309
-0.34,-0.801,0.434
-0.336,-0.828,0.469
-0.332,-0.855,0.484
-0.34,-0.902,0.402
-0.328,-0.961,0.289
-0.301,-0.988,0.195
-0.293,-0.945,0.215
-0.32,-0.91,0.285
-0.344,-0.895,0.305
-0.363,-0.863,0.332
-0.336,-0.816,0.406
-0.332,-0.797,0.48
-0.34,-0.77,0.551
-0.328,-0.766,0.461
-0.309,-0.77,0.332
-0.289,-0.734,0.449
-0.289,-0.719,0.652
-0.305,-0.809,0.637
-0.262,-0.813,0.574
-0.238,-0.797,0.688
-0.238,-0.852,0.793
-0.18,-0.813,0.711
-0.207,-0.875,0.676
-0.25,-0.906,0.664
-0.266,-0.922,0.668
-0.27,-0.941,0.621
-0.27,-0.984,0.516
-0.273,-1.023,0.406
-0.277,-1.043,0.348
-0.27,-1.039,0.293
-0.266,-1.043,0.234
-0.266,-1.027,0.184
-0.262,-1,0.148
-0.258,-0.988,0.125
-0.27,-0.984,0.094
-0.273,-0.965,0.078
-0.25,-0.941,0.078
-0.199,-0.902,0.109
-0.16,-0.875,0.113
-0.164,-0.891,0.121
-0.133,-0.883,0.113
-0.086,-0.883,0.117
-0.059,-0.895,0.113
-0.059,-0.906,0.105
-0.07,-0.91,0.117
-0.074,-0.91,0.141
-0.078,-0.906,0.164
-0.078,-0.867,0.168
-0.063,-0.832,0.145
-0.027,-0.793,0.086
-0.004,-0.77,0.027
0.004,-0.758,-0.02
0.016,-0.746,-0.031
0.023,-0.758,0.012
-0.016,-0.816,0.039
-0.055,-0.902,0.055
-0.078,-0.957,0.09
-0.098,-0.988,0.105
-0.105,-0.965,0.066
-0.066,-0.902,0.035
0.004,-0.863,0.035
0.039,-0.84,0.063
0.066,-0.879,0.109
0.078,-0.941,0.195
0.043,-0.992,0.262
0.004,-1.035,0.328
-0.063,-1.074,0.367
-0.082,-1.039,0.324
-0.043,-0.949,0.285
0.031,-0.848,0.355
0.121,-0.777,0.469
0.18,-0.754,0.594
0.148,-0.855,0.695
0.082,-0.957,0.727
0.063,-0.992,0.73
0.066,-1,0.762
0.023,-1.023,0.766
-0.043,-1.066,0.77
-0.074,-1.07,0.797
-0.082,-1.047,0.816
-0.016,-1.004,0.844
0.031,-0.984,0.871
0.059,-0.996,0.891
0.082,-1.016,0.898
0.074,-1.035,0.887
0.074,-1.035,0.855
0.113,-1.016,0.805
0.164,-0.988,0.758
0.215,-0.938,0.73
0.273,-0.906,0.719
0.336,-0.91,0.711
0.406,-0.91,0.715
0.469,-0.914,0.719
0.477,-0.898,0.668
0.438,-0.965,0.684
0.379,-1.098,0.746
0.34,-1.145,0.805
0.246,-1.191,0.824
0.238,-1.137,0.711
0.289,-1.039,0.543
0.324,-1.016,0.426
0.371,-1,0.363
0.41,-0.992,0.324
0.449,-1,0.289
0.457,-1.023,0.281
0.461,-1.012,0.301
0.457,-1.02,0.305
0.457,-1.047,0.277
0.422,-1.105,0.266
0.383,-1.203,0.246
0.352,-1.297,0.156
0.348,-1.359,0.066
0.348,-1.383,0.055
0.387,-1.32,0.141
0.445,-1.203,0.242
0.52,-1.07,0.309
0.551,-0.953,0.363
0.52,-0.871,0.465
0.465,-0.828,0.523
0.422,-0.797,0.453
0.387,-0.781,0.352
0.348,-0.742,0.262
0.324,-0.715,0.215
0.328,-0.688,0.227
0.324,-0.703,0.223
0.344,-0.703,0.195
0.383,-0.668,0.176
0.41,-0.613,0.238
0.406,-0.582,0.461
0.488,-0.574,0.434
0.512,-0.559,0.277
0.445,-0.68,0.176
0.383,-0.801,0.105
0.34,-0.863,0.078
0.281,-0.938,0.102
0.23,-0.984,0.133
0.227,-1.02,0.156
0.238,-1.035,0.199
0.293,-1.023,0.184
0.328,-1.012,0.105
0.324,-1.016,0
0.285,-1.066,-0.129
0.27,-1.078,-0.273
0.309,-1,-0.363
0.355,-0.93,-0.363
0.395,-0.895,-0.297
0.383,-0.906,-0.227
0.359,-0.945,-0.199
0.348,-0.938,-0.16
0.32,-0.91,-0.105
0.34,-0.938,-0.125
0.414,-0.918,-0.176
0.457,-0.906,-0.234
0.48,-0.898,-0.371
0.496,-0.891,-0.461
0.469,-0.883,-0.512
0.43,-0.895,-0.5
0.395,-0.895,-0.457
0.387,-0.883,-0.398
0.352,-0.883,-0.328
0.328,-0.887,-0.293
0.34,-0.852,-0.238
0.344,-0.805,-0.195
0.34,-0.758,-0.172
0.363,-0.711,-0.137
0.406,-0.676,-0.121
0.473,-0.641,-0.156
0.539,-0.609,-0.207
0.582,-0.582,-0.254
0.602,-0.555,-0.32
0.637,-0.527,-0.344
0.637,-0.504,-0.34
0.625,-0.508,-0.34
0.633,-0.508,-0.359
0.656,-0.484,-0.367
0.656,-0.457,-0.387
0.652,-0.469,-0.395
0.703,-0.438,-0.383
0.746,-0.359,-0.402
0.773,-0.313,-0.41
0.773,-0.344,-0.414
0.75,-0.379,-0.445
0.723,-0.383,-0.441
0.707,-0.375,-0.398
0.715,-0.348,-0.309
0.68,-0.383,-0.258
0.707,-0.363,-0.195
0.75,-0.258,-0.164
0.781,-0.223,-0.184
0.77,-0.25,-0.258
0.758,-0.316,-0.359
0.723,-0.434,-0.496
0.699,-0.539,-0.594
0.688,-0.582,-0.645
0.676,-0.59,-0.621
0.652,-0.617,-0.551
0.645,-0.641,-0.504
0.668,-0.648,-0.52
0.73,-0.656,-0.602
0.809,-0.676,-0.668
0.863,-0.656,-0.715
0.906,-0.543,-0.754
0.961,-0.43,-0.734
1.02,-0.375,-0.676
1.004,-0.328,-0.566
0.957,-0.332,-0.449
0.891,-0.367,-0.379
0.828,-0.371,-0.273
0.77,-0.32,-0.156
0.746,-0.293,-0.02
0.762,-0.254,0.008
0.789,-0.277,0.012
0.824,-0.344,-0.039
0.895,-0.402,-0.098
0.871,-0.426,-0.313
0.875,-0.426,-0.441
0.938,-0.406,-0.387
0.988,-0.414,-0.359
0.922,-0.348,-0.465
0.938,-0.359,-0.59
0.945,-0.355,-0.746
0.91,-0.418,-0.848
0.863,-0.449,-0.906
0.828,-0.422,-0.922
0.793,-0.426,-0.98
0.711,-0.422,-1.035
0.668,-0.438,-1.105
0.625,-0.438,-1.176
0.598,-0.41,-1.211
0.59,-0.383,-1.191
0.59,-0.371,-1.098
0.586,-0.379,-0.992
0.598,-0.316,-0.871
0.652,-0.215,-0.738
0.688,-0.141,-0.582
0.746,-0.008,-0.434
0.77,0.121,-0.309
0.801,0.258,-0.234
0.883,0.375,-0.262
0.906,0.383,-0.371
0.902,0.363,-0.473
0.938,0.32,-0.551
0.922,0.293,-0.512
0.844,0.242,-0.41
0.754,0.176,-0.336
0.66,0.043,-0.316
0.559,-0.129,-0.359
0.535,-0.285,-0.426
0.535,-0.434,-0.473
0.48,-0.598,-0.492
0.469,-0.746,-0.512
0.484,-0.867,-0.477
0.566,-1.023,-0.426
0.648,-1.09,-0.449
0.727,-0.941,-0.383
0.75,-0.84,-0.25
0.715,-0.832,-0.148
0.691,-0.816,-0.098
0.633,-0.844,-0.023
0.602,-0.859,0.148
0.602,-0.891,0.203
0.613,-0.902,0.215
0.578,-0.852,0.23
0.59,-0.813,0.273
0.652,-0.77,0.203
0.652,-0.738,0.148
0.629,-0.703,0.148
0.613,-0.699,0.172
0.59,-0.711,0.168
0.582,-0.746,0.125
0.566,-0.766,0.098
0.535,-0.746,0.117
0.551,-0.73,0.137
0.59,-0.727,0.125
0.609,-0.707,0.105
0.625,-0.699,0.086
0.629,-0.715,0.063
0.609,-0.715,0.02
0.551,-0.73,-0.023
0.512,-0.773,-0.055
0.48,-0.859,-0.125
0.473,-0.914,-0.172
0.457,-0.93,-0.145
0.434,-0.895,-0.129
0.426,-0.895,-0.152
0.461,-0.934,-0.242
0.539,-0.945,-0.363
0.566,-0.949,-0.488
0.559,-0.953,-0.563
0.551,-0.941,-0.582
0.555,-0.883,-0.527
0.566,-0.797,-0.457
0.582,-0.723,-0.383
0.57,-0.656,-0.25
0.559,-0.578,-0.102
0.582,-0.52,-0.016
0.617,-0.477,0
0.656,-0.48,-0.043
0.652,-0.504,-0.098
0.637,-0.539,-0.184
0.66,-0.602,-0.273
0.688,-0.656,-0.289
0.664,-0.641,-0.281
0.684,-0.637,-0.273
0.734,-0.637,-0.313
0.793,-0.656,-0.359
0.813,-0.73,-0.352
0.773,-0.738,-0.328
0.789,-0.684,-0.301
0.797,-0.57,-0.328
0.848,-0.477,-0.277
0.848,-0.418,-0.285
0.836,-0.414,-0.215
0.777,-0.465,-0.113
0.73,-0.535,-0.012
0.668,-0.586,0.047
0.672,-0.609,0.094
0.645,-0.602,0.121
0.645,-0.617,0.102
0.68,-0.613,0.02
0.715,-0.629,-0.07
0.73,-0.695,-0.156
0.734,-0.77,-0.191
0.695,-0.824,-0.18
0.629,-0.875,-0.152
0.551,-0.926,-0.09
0.5,-0.934,-0.031
0.48,-0.887,0.008
0.508,-0.855,-0.012
0.57,-0.836,-0.051
0.625,-0.793,-0.102
0.652,-0.77,-0.133
0.664,-0.777,-0.16
0.641,-0.746,-0.152
0.625,-0.73,-0.102
0.594,-0.715,-0.063
0.555,-0.684,-0.027
0.539,-0.668,-0.035
0.609,-0.664,-0.074
0.723,-0.625,-0.113
0.801,-0.543,-0.16
0.879,-0.473,-0.195
0.906,-0.449,-0.215
0.887,-0.465,-0.207
0.832,-0.516,-0.168
0.727,-0.609,-0.098
0.59,-0.703,-0.086
0.523,-0.789,-0.082
0.453,-0.832,-0.055
0.43,-0.891,-0.074
0.492,-0.93,-0.152
0.57,-0.949,-0.273
0.602,-0.965,-0.375
0.609,-0.961,-0.383
0.594,-0.969,-0.328
0.527,-0.941,-0.242
0.453,-0.93,-0.141
0.375,-0.867,-0.078
0.355,-0.785,-0.063
0.324,-0.75,-0.086
0.27,-0.785,-0.086
0.262,-0.84,-0.145
0.32,-0.895,-0.215
0.336,-0.906,-0.266
0.32,-0.91,-0.301
0.32,-0.895,-0.324
0.328,-0.859,-0.32
0.359,-0.848,-0.305
0.402,-0.887,-0.313
0.395,-0.93,-0.355
0.402,-1.004,-0.359
0.418,-1.078,-0.359
0.453,-1.137,-0.363
0.492,-1.172,-0.375
0.539,-1.188,-0.402
0.547,-1.129,-0.426
0.594,-1.059,-0.441
0.664,-0.965,-0.457
0.711,-0.859,-0.48
0.852,-0.836,-0.484
0.918,-0.84,-0.527
0.941,-0.914,-0.508
0.922,-1.012,-0.43
0.879,-1.066,-0.309
0.84,-1.074,-0.199
0.875,-1.043,-0.168
0.883,-0.938,-0.211
0.875,-0.875,-0.23
0.863,-0.82,-0.199
0.879,-0.773,-0.121
0.918,-0.703,-0.055
0.961,-0.641,0.008
0.945,-0.637,0.039
0.906,-0.672,0.047
0.852,-0.73,0.063
0.789,-0.77,0.094
0.75,-0.781,0.121
0.754,-0.773,0.129
0.742,-0.77,0.141
0.723,-0.785,0.184
0.707,-0.801,0.234
0.68,-0.809,0.289
0.621,-0.801,0.355
0.621,-0.805,0.406
0.609,-0.762,0.441
0.563,-0.734,0.52
0.527,-0.719,0.586
0.492,-0.703,0.641
0.461,-0.695,0.672
0.43,-0.719,0.711
0.395,-0.77,0.73
0.336,-0.816,0.75
0.313,-0.867,0.75
0.285,-0.91,0.691
0.246,-0.957,0.59
0.203,-1.008,0.477
0.148,-1.066,0.391
0.09,-1.113,0.344
0.047,-1.168,0.309
-0.016,-1.242,0.277
-0.078,-1.324,0.234
-0.133,-1.387,0.184
-0.141,-1.422,0.113
-0.133,-1.418,0.016
-0.125,-1.383,-0.047
-0.121,-1.316,-0.078
-0.125,-1.262,-0.078
-0.145,-1.211,-0.047
-0.152,-1.176,-0.027
-0.113,-1.117,-0.035
-0.039,-1.027,-0.074
0.016,-0.953,-0.109
0.047,-0.906,-0.141
0.094,-0.879,-0.188
0.152,-0.848,-0.266
0.227,-0.793,-0.363
0.328,-0.719,-0.523
0.43,-0.629,-0.672
0.453,-0.578,-0.707
0.418,-0.563,-0.672
0.434,-0.539,-0.684
0.477,-0.512,-0.754
0.48,-0.531,-0.871
0.477,-0.594,-0.855
0.422,-0.73,-0.727
0.398,-0.891,-0.637
0.41,-1.008,-0.504
0.426,-1.066,-0.297
0.43,-1.141,-0.09
0.379,-1.191,0.152
0.316,-1.172,0.5
0.254,-1.148,0.938
0.168,-1.152,1.234
0.133,-1.121,1.344
0.176,-1.066,1.305
0.242,-1.023,1.16
0.305,-0.996,0.988
0.355,-0.953,0.883
0.383,-0.898,0.832
0.359,-0.836,0.82
0.316,-0.816,0.824
0.258,-0.805,0.828
0.203,-0.828,0.785
0.172,-0.852,0.688
0.133,-0.867,0.586
0.109,-0.891,0.504
0.09,-0.945,0.414
0.078,-0.98,0.277
0.082,-0.984,0.18
0.043,-0.992,0.121
0.02,-1.016,0.031
-0.016,-1.047,-0.031
-0.039,-1.082,-0.066
-0.09,-1.145,-0.09
-0.156,-1.191,-0.098
-0.195,-1.199,-0.082
-0.211,-1.191,-0.066
-0.195,-1.18,-0.07
-0.152,-1.141,-0.035
-0.109,-1.086,0.043
-0.098,-1.051,0.164
-0.09,-1.012,0.289
-0.043,-0.945,0.367
-0.008,-0.879,0.414
-0.012,-0.863,0.434
-0.027,-0.887,0.406
-0.02,-0.914,0.363
0.004,-0.914,0.316
0.008,-0.902,0.281
0.031,-0.891,0.266
0.059,-0.867,0.277
0.063,-0.859,0.313
0.016,-0.898,0.406
-0.012,-0.949,0.473
0,-0.98,0.441
0.012,-1,0.379
0.02,-1.004,0.344
0.016,-1.027,0.297
0.043,-1.023,0.281
0.023,-1.012,0.32
-0.035,-1.012,0.383
-0.039,-1.023,0.383
-0.047,-1.027,0.375
-0.043,-1.039,0.336
-0.051,-1.035,0.293
-0.059,-1.031,0.266
-0.059,-1.023,0.238
-0.055,-1.023,0.172
-0.059,-1.012,0.164
-0.059,-0.988,0.207
-0.07,-0.984,0.242
-0.094,-1.004,0.277
-0.129,-1.031,0.316
-0.133,-1.051,0.34
-0.117,-1.055,0.34
-0.102,-1.027,0.336
-0.082,-1.008,0.328
-0.074,-0.996,0.305
0.016,-0.965,0.277
0.082,-0.883,0.211
0.063,-0.84,0.262
0.012,-0.883,0.348
-0.035,-0.977,0.367
-0.074,-1.066,0.355
-0.086,-1.105,0.348
-0.078,-1.117,0.316
-0.039,-1.094,0.242
0.008,-1.031,0.195
0.023,-0.984,0.188
0.031,-0.949,0.141
0.02,-0.926,0.129
-0.047,-0.945,0.191
-0.113,-0.992,0.285
-0.148,-1.035,0.332
-0.16,-1.082,0.324
-0.16,-1.102,0.313
-0.117,-1.078,0.297
-0.055,-1.023,0.27
-0.008,-0.961,0.23
0.023,-0.922,0.195
0.016,-0.918,0.172
-0.031,-0.934,0.203
-0.152,-0.926,0.258
-0.098,-0.984,0.402
-0.012,-0.973,0.27
0.059,-0.898,0.348
0.047,-0.887,0.426
0.023,-0.93,0.441
0.023,-0.988,0.383
0.031,-1.031,0.281
0.039,-1.047,0.199
0.004,-1.023,0.219
-0.012,-0.996,0.301
-0.051,-0.977,0.293
-0.051,-0.945,0.277
-0.023,-0.93,0.27
-0.012,-0.918,0.234
-0.012,-0.914,0.246
-0.004,-0.914,0.336
-0.008,-0.941,0.477
-0.016,-0.953,0.563
-0.051,-1,0.578
-0.043,-1.027,0.547
-0.066,-1.004,0.352
-0.074,-0.992,0.293
-0.113,-1.02,0.316
-0.176,-1.039,0.348
-0.281,-1.113,0.441
-0.293,-1.195,0.406
-0.398,-1.227,0.281
-0.055,-1.02,0.383
-0.082,-0.875,0.395
0.047,-0.895,0.336
0.234,-0.688,0.535
0.301,-0.621,0.773
0.242,-0.676,0.828
0.176,-0.801,0.727
0.113,-0.859,0.574
0.066,-0.871,0.465
0.023,-0.879,0.422
-0.012,-0.902,0.438
-0.016,-0.91,0.484
0.016,-0.895,0.531
0.039,-0.844,0.555
0.059,-0.867,0.563
0.066,-0.918,0.582
0.074,-0.938,0.551
0.07,-0.93,0.531
0.066,-0.914,0.547
0.047,-0.875,0.566
0.016,-0.902,0.555
0.004,-1,0.461
-0.051,-1.008,0.344
-0.012,-0.953,0.445
0.055,-0.879,0.539
0.016,-0.859,0.723
0.02,-0.891,0.871
0.047,-0.879,0.891
0.086,-0.836,0.809
0.141,-0.816,0.688
0.164,-0.793,0.52
0.195,-0.824,0.32
0.129,-0.902,0.184
0.039,-0.973,0.266
-0.043,-1.047,0.488
-0.059,-1.117,0.668
-0.254,-1.363,0.59
0.066,-0.918,0.543
0.004,-0.727,0.848
0.012,-0.926,0.859
-0.008,-1.047,0.777
-0.004,-1.027,0.68
-0.035,-0.98,0.531
-0.02,-0.973,0.453
-0.016,-0.953,0.406
-0.027,-0.953,0.402
-0.055,-1.004,0.379
-0.086,-1.082,0.344
-0.105,-1.117,0.289
-0.012,-1.023,0.203
0.215,-0.84,0.25
0.316,-0.605,0.27
0.418,-0.441,0.23
0.438,-0.387,0.191
0.359,-0.438,0.234
0.25,-0.523,0.242
0.301,-0.531,0.313
0.313,-0.52,0.344
0.277,-0.645,0.266
0.301,-0.773,0.309
0.203,-0.945,0.398
0.16,-1.059,0.449
0.152,-1.094,0.43
0.18,-1.102,0.391
0.203,-1.113,0.324
0.199,-1.094,0.324
0.113,-1.09,0.418
0.051,-1.066,0.484
0.012,-1.031,0.508
-0.074,-1.035,0.508
-0.156,-1.074,0.477
-0.25,-1.148,0.379
-0.293,-1.25,0.184
-0.293,-1.34,0.027
-0.293,-1.418,-0.008
-0.371,-1.449,0.027
-0.48,-1.465,0.137
-0.441,-1.402,0.227
-0.379,-1.301,0.273
-0.301,-1.176,0.289
-0.207,-1.008,0.281
-0.152,-0.891,0.309
-0.148,-0.848,0.316
-0.164,-0.867,0.32
-0.191,-0.906,0.379
-0.223,-1.008,0.352
-0.207,-1.125,0.32
-0.242,-1.207,0.336
-0.281,-1.258,0.336
-0.281,-1.238,0.355
-0.23,-1.156,0.359
-0.172,-1.027,0.359
-0.141,-0.902,0.371
-0.105,-0.848,0.324
-0.098,-0.797,0.27
-0.109,-0.777,0.219
-0.117,-0.777,0.195
-0.09,-0.766,0.184
-0.047,-0.719,0.188
0,-0.668,0.184
0.043,-0.617,0.223
0.082,-0.648,0.223
0.074,-0.672,0.266
0.074,-0.652,0.234
0.055,-0.766,0.266
-0.043,-0.82,0.387
-0.09,-0.859,0.453
-0.051,-0.949,0.422
-0.004,-0.977,0.273
-0.016,-1.039,0.184
-0.098,-1.117,0.109
-0.223,-1.207,0
-0.16,-1.164,-0.234
-0.172,-1.051,-0.16
-0.281,-1.043,-0.035
-0.332,-1.031,0.047
-0.328,-1.035,0.039
-0.332,-1.074,-0.016
-0.305,-1.07,-0.031
-0.258,-1.043,-0.016
-0.223,-1.027,-0.004
-0.164,-1.027,0.074
-0.152,-1.02,0.195
-0.168,-0.977,0.316
-0.137,-0.934,0.242
-0.141,-0.898,0.262
-0.141,-0.906,0.211
-0.094,-0.973,-0.004
-0.066,-0.988,-0.148
-0.074,-1.035,-0.219
-0.086,-1.07,-0.273
-0.043,-1.082,-0.355
0.008,-1.02,-0.504
0.113,-0.879,-0.586
0.148,-0.754,-0.551
0.129,-0.707,-0.391
0.086,-0.676,-0.332
0.09,-0.707,-0.398
0.121,-0.805,-0.57
0.09,-0.934,-0.652
0,-1.043,-0.582
-0.094,-1.129,-0.395
-0.184,-1.203,-0.176
-0.277,-1.258,-0.004
-0.332,-1.293,0.113
-0.355,-1.32,0.16
-0.375,-1.324,0.164
-0.363,-1.285,0.152
-0.332,-1.223,0.094
-0.273,-1.125,0.012
-0.203,-1.047,-0.098
-0.16,-1.008,-0.215
-0.133,-0.984,-0.309
-0.133,-0.98,-0.387
-0.109,-0.957,-0.418
-0.074,-0.926,-0.406
-0.051,-0.914,-0.398
-0.023,-0.898,-0.383
0.012,-0.891,-0.359
0.02,-0.895,-0.328
0.039,-0.863,-0.23
0.016,-0.816,-0.035
-0.039,-0.922,-0.133
0.055,-0.918,-0.297
0,-0.895,-0.184
0.035,-0.871,-0.141
0.012,-0.879,-0.137
0.02,-0.926,-0.172
0.004,-0.953,-0.191
-0.008,-0.98,-0.191
-0.02,-1.012,-0.195
-0.039,-1.031,-0.191
-0.035,-1.02,-0.191
-0.039,-1,-0.176
-0.043,-0.988,-0.164
-0.039,-0.984,-0.168
-0.051,-1.004,-0.16
-0.074,-1.031,-0.141
-0.078,-1.055,-0.121
-0.063,-1.074,-0.164
-0.043,-1.098,-0.238
-0.031,-1.09,-0.297
-0.027,-1.059,-0.32
-0.023,-1.02,-0.297
-0.012,-1.004,-0.273
-0.031,-1.008,-0.25
-0.051,-1.02,-0.223
-0.055,-1.016,-0.191
-0.063,-1.008,-0.176
-0.063,-1.004,-0.156
-0.039,-0.977,-0.102
-0.074,-0.957,-0.063
-0.109,-1,-0.027
-0.117,-1.031,0
-0.09,-1.043,0.02
-0.066,-1.047,0.027
-0.051,-1.055,0.027
-0.055,-1.043,0.016
-0.031,-1.008,0.012
0.004,-0.949,-0.012
0.027,-0.875,-0.012
0.02,-0.848,0.004
0.004,-0.867,0.035
-0.031,-0.898,-0.031
-0.059,-0.98,-0.125
-0.063,-1.059,-0.141
-0.051,-1.066,-0.184
-0.039,-1.039,-0.195
-0.07,-1.008,-0.168
-0.074,-0.988,-0.109
-0.09,-0.973,-0.043
-0.117,-0.91,0.102
-0.094,-0.918,0.188
-0.117,-0.961,0.215
-0.148,-1,0.242
-0.117,-1,0.305
-0.125,-0.969,0.27
-0.094,-0.969,0.254
-0.086,-0.98,0.211
-0.074,-1.008,0.227
-0.082,-1.027,0.254
-0.047,-1.051,0.309
0.008,-1.109,0.246
-0.051,-1.023,0.129
0.012,-0.988,0.125
0.051,-0.957,0.047
0.047,-0.938,0.07
0.07,-0.895,0.094
0.086,-0.875,0.137
0.086,-0.84,0.145
0.09,-0.816,0.129
0.086,-0.809,0.113
0.051,-0.797,0.078
0.055,-0.816,0.051
0.066,-0.84,-0.004
0.059,-0.887,-0.031
0.016,-0.961,-0.035
-0.047,-1.051,0.004
-0.09,-1.121,0.039
-0.121,-1.168,0.09
-0.105,-1.141,0.137
-0.086,-1.125,0.164
-0.078,-1.141,0.164
-0.078,-1.148,0.129
-0.082,-1.176,0.129
-0.086,-1.176,0.109
-0.094,-1.223,0.059
-0.078,-1.203,0.07
-0.078,-1.184,0.082
-0.078,-1.148,0.117
-0.047,-1.082,0.133
-0.031,-1.043,0.168
-0.02,-0.996,0.191
-0.035,-0.961,0.203
-0.063,-0.941,0.262
-0.066,-0.938,0.27
-0.082,-0.957,0.25
-0.066,-0.957,0.203
-0.043,-0.945,0.191
-0.023,-0.902,0.25
0.012,-0.871,0.27
0.027,-0.875,0.297
0.043,-0.895,0.34
0.039,-0.934,0.34
0.035,-0.965,0.344
0.047,-0.996,0.281
0.035,-1.027,0.215
0.02,-1.066,0.195
-0.004,-1.113,0.203
-0.023,-1.148,0.27
-0.027,-1.152,0.305
-0.047,-1.133,0.34
-0.055,-1.121,0.355
-0.074,-1.105,0.305
-0.086,-1.074,0.254
-0.098,-1.035,0.203
-0.125,-1.023,0.125
-0.156,-1.016,0.043
-0.145,-1.023,-0.063
-0.195,-1.051,-0.117
-0.289,-1.066,-0.082
-0.348,-1.09,-0.086
-0.41,-1.141,-0.133
-0.418,-1.148,-0.105
-0.367,-1.133,-0.035
-0.289,-1.078,0.055
-0.164,-0.949,0.355
-0.141,-0.816,0.773
-0.016,-0.723,0.898
0.047,-0.699,0.832
0.07,-0.723,0.676
0.148,-0.746,0.426
0.215,-0.766,0.203
0.309,-0.844,0.074
0.266,-0.953,0.102
0.242,-1.059,0.074
0.234,-1.152,0.063
0.336,-1.172,0.043
0.461,-1.113,0.078
0.547,-1.004,0.227
0.563,-0.926,0.375
0.484,-0.949,0.551
0.348,-1,0.602
0.313,-1.027,0.531
0.363,-1.027,0.406
0.355,-0.996,0.301
0.305,-0.988,0.281
0.223,-0.984,0.285
0.148,-0.992,0.254
0.102,-1.016,0.211
0.023,-1.02,0.238
-0.074,-1.035,0.289
-0.148,-1.102,0.262
-0.203,-1.145,0.234
-0.258,-1.184,0.18
-0.301,-1.203,0.117
-0.313,-1.184,0.066
-0.281,-1.164,0.027
-0.223,-1.172,-0.059
-0.141,-1.105,-0.109
-0.074,-1.012,-0.082
-0.063,-0.988,-0.02
-0.055,-0.973,0.008
-0.016,-0.938,0.039
-0.016,-0.914,0.09
0.082,-0.746,0.16
0.098,-0.598,0.055
0.133,-0.719,0.059
0.211,-0.684,0.082
0.207,-0.672,0.047
0.219,-0.746,0.027
0.141,-0.918,0.07
-0.039,-1.109,0.105
-0.102,-1.195,0.191
-0.129,-1.164,0.23
-0.094,-1.098,0.176
-0.023,-1.02,0.141
-0.004,-0.961,0.082
-0.008,-0.984,0.008
0.023,-1.031,-0.078
0.059,-1.051,-0.172
0.105,-1.047,-0.148
0.105,-1.055,-0.098
0.09,-1.09,0.008
0.09,-1.164,0.051
0.27,-1.098,0.039
0.539,-0.816,0.289
0.477,-0.82,0.566
0.246,-1.027,0.57
0.238,-1.133,0.469
0.293,-1.059,0.426
0.309,-0.949,0.367
0.316,-0.914,0.32
0.328,-0.895,0.273
0.313,-0.938,0.188
0.273,-1.023,0.109
0.223,-1.109,0.086
0.137,-1.172,0.129
0,-1.211,0.199
-0.125,-1.25,0.27
